student_id,avg_percentage,best_score,worst_score,first_score,latest_score,tests_attempted,performance_band,improvement,name,ability_level,attendance_category,risk_level,intervention_required
RN1876,71.65,100.0,35.0,77.36,86.84,50,High Performer,9.48,Anita Pillai,Good,Average,Low Risk,No
RN1520,71.68,95.45,39.22,86.79,73.68,50,High Performer,-13.11,Alok Pradhan,Good,Average,Low Risk,No
RN1831,71.72,95.0,38.1,86.79,68.42,46,High Performer,-18.37,Brijesh Sodhi,Good,Good,Low Risk,No
RN0332,71.73,95.83,44.44,77.36,86.84,47,High Performer,9.48,Jatin Hegde,Good,Average,Low Risk,No
RN1358,71.78,95.35,34.09,86.79,84.21,49,High Performer,-2.58,Aanchal Jain,Good,Good,Low Risk,No
RN0336,71.82,95.45,44.74,88.68,78.95,49,High Performer,-9.73,Arjun Bose,Good,Good,Low Risk,No
RN0680,71.83,98.18,41.18,77.36,86.84,49,High Performer,9.48,Mayank Patel,Good,Good,Low Risk,No
RN1418,71.85,91.23,50.0,60.38,71.05,48,High Performer,10.68,Manoj Pai,Good,Good,Low Risk,No
RN1040,71.87,97.78,41.03,83.02,84.21,50,High Performer,1.19,Riya Kulkarni,Good,Good,Low Risk,No
RN1941,71.92,94.74,41.03,88.68,94.74,48,High Performer,6.06,Rajesh Gupta,Good,Average,Low Risk,No
RN0048,71.97,95.24,40.0,79.25,63.16,50,High Performer,-16.09,Monika Gill,Good,Good,Low Risk,No
RN0102,71.97,92.73,49.02,71.7,65.79,49,High Performer,-5.91,Himanshu Hedge,Good,Good,Low Risk,No
RN0692,72.02,95.12,35.9,67.92,81.58,48,High Performer,13.65,Neha Sen,Good,Good,Low Risk,No
RN0565,72.07,100.0,45.1,88.68,76.32,46,High Performer,-12.36,UrVashi Pillai,Good,Good,Low Risk,No
RN0187,72.09,96.08,44.44,69.81,94.74,48,High Performer,24.93,Yash Mallya,Good,Good,Low Risk,No
RN0148,72.11,94.74,33.33,90.57,76.32,47,High Performer,-14.25,Lakshmi Dhillon,Good,Good,Low Risk,No
RN0208,72.13,93.62,46.03,77.36,73.68,48,High Performer,-3.67,Anita Verma,Good,Good,Low Risk,No
RN0271,72.13,97.44,40.74,84.91,65.79,50,High Performer,-19.12,Ankit Verma,Good,Good,Low Risk,No
RN0319,72.22,96.3,38.46,69.81,73.68,50,High Performer,3.87,Jyothi Dhillon,Good,Good,Low Risk,No
RN0854,72.31,97.44,38.46,69.81,73.68,48,High Performer,3.87,Kapil Sharma,Good,Good,Low Risk,No
RN0458,72.33,93.22,30.77,67.92,78.95,48,High Performer,11.02,Kiran Murthy,Good,Good,Low Risk,No
RN1462,72.33,100.0,45.45,71.7,100.0,49,High Performer,28.3,Aanchal Ray,Good,Good,Low Risk,No
RN0694,72.35,100.0,45.45,81.13,71.7,49,High Performer,-9.43,Vikas Hedge,Good,Good,Low Risk,No
RN1160,72.37,97.78,40.74,75.47,73.68,49,High Performer,-1.79,Himanshu Malhotra,Good,Good,Low Risk,No
RN0696,72.39,100.0,43.59,96.23,86.84,49,High Performer,-9.38,Anuj Ray,Good,Good,Low Risk,No
RN0170,72.42,95.35,50.0,73.58,86.84,46,High Performer,13.26,Chitra Bhat,Good,Good,Low Risk,No
RN0997,72.42,100.0,47.5,79.25,65.79,48,High Performer,-13.46,Payal Chawla,Good,Good,Low Risk,No
RN1692,72.43,93.33,43.48,56.6,84.21,47,High Performer,27.61,Vidya Prabhu,Good,Good,Low Risk,No
RN1950,72.45,97.44,42.5,77.36,71.7,47,High Performer,-5.66,Pankaj Bose,Good,Good,Low Risk,No
RN1523,72.46,95.83,29.63,56.6,68.42,50,High Performer,11.82,Lakshmi Pandey,Good,Good,Low Risk,No
RN1841,72.5,96.23,50.0,69.81,78.95,47,High Performer,9.14,Komal Sharma,Good,Good,Low Risk,No
RN1959,72.5,94.87,40.74,81.13,89.47,46,High Performer,8.34,Kavya Pandey,Good,Good,Low Risk,No
RN0513,72.51,93.88,40.38,67.92,86.84,49,High Performer,18.92,Girish Sharma,Good,Good,Low Risk,No
RN1320,72.51,89.74,42.11,56.6,68.42,45,High Performer,11.82,Rahul Prasad,Good,Good,Low Risk,No
RN0845,72.52,94.87,48.72,56.6,71.05,48,High Performer,14.45,Nisha Pillai,Good,Good,Low Risk,No
RN1317,72.57,96.08,38.98,68.09,76.32,48,High Performer,8.23,Mansi Verma,Good,Good,Low Risk,No
RN0702,72.58,98.04,35.0,90.57,71.05,49,High Performer,-19.51,Kajal Gowda,Good,Good,Low Risk,No
RN0824,72.6,97.44,45.0,75.47,94.74,48,High Performer,19.27,Chirag Sodhi,Good,Good,Low Risk,No
RN0092,72.62,90.2,42.59,47.17,84.21,47,High Performer,37.04,Komal Prabhu,Good,Good,Low Risk,No
RN1157,72.63,100.0,48.08,83.02,89.47,46,High Performer,6.45,Barkha Gupta,Good,Good,Low Risk,No
RN1491,72.63,98.11,38.89,92.45,68.42,49,High Performer,-24.03,Aditi Bose,Good,Good,Low Risk,No
RN0473,72.67,96.23,25.0,96.23,78.95,47,High Performer,-17.28,Rashmi Bose,Good,Good,Low Risk,No
RN1564,72.67,95.74,45.1,86.79,81.58,48,High Performer,-5.21,Kriti Pai,Good,Good,Low Risk,No
RN0917,72.7,96.36,43.18,96.23,76.32,49,High Performer,-19.91,Khushi Iyer,Good,Good,Low Risk,No
RN1816,72.72,94.87,42.59,84.91,86.84,49,High Performer,1.94,Sakshi Das,Good,Good,Low Risk,No
RN0893,72.74,98.08,40.0,79.25,71.05,47,High Performer,-8.19,Jatin Pillai,Good,Good,Low Risk,No
RN1294,72.77,97.37,41.03,73.58,97.37,48,High Performer,23.78,Riya Menon,Good,Good,Low Risk,No
RN1915,72.83,90.57,41.03,86.79,78.95,46,High Performer,-7.85,Kamal Pillai,Good,Good,Low Risk,No
RN1909,72.84,97.78,35.9,90.57,76.32,49,High Performer,-14.25,Tanvi Tiwari,Good,Good,Low Risk,No
RN1862,72.85,100.0,51.28,69.81,69.81,49,High Performer,0.0,Himanshu Roy,Good,Good,Low Risk,No
RN0882,72.88,97.78,35.85,75.47,35.85,48,High Performer,-39.62,Vivaan Sodhi,Good,Good,Low Risk,No
RN1678,72.89,98.04,44.23,75.47,73.68,44,High Performer,-1.79,Manish Rao,Good,Good,Low Risk,No
RN1220,72.92,93.33,40.74,83.02,76.32,48,High Performer,-6.7,Nikhil Bhat,Good,Good,Low Risk,No
RN1934,72.93,96.61,37.5,88.68,78.95,46,High Performer,-9.73,Rajat Prabhu,Good,Good,Low Risk,No
RN1595,72.95,93.02,43.59,86.79,89.47,48,High Performer,2.68,Monika Choudhury,Good,Excellent,Low Risk,No
RN0311,72.97,98.25,42.59,61.7,71.05,48,High Performer,9.35,Pallavi Naik,Good,Good,Low Risk,No
RN0751,72.99,88.89,50.0,77.36,78.95,47,High Performer,1.59,Meera Sodhi,Good,Good,Low Risk,No
RN1963,72.99,100.0,42.31,92.45,71.05,49,High Performer,-21.4,Chandan Mukherjee,Good,Good,Low Risk,No
RN0217,73.0,97.44,48.72,56.6,94.74,48,High Performer,38.13,Komal Das,Good,Good,Low Risk,No
RN0256,73.01,94.74,48.72,69.81,73.68,49,High Performer,3.87,Anita Anand,Good,Good,Low Risk,No
RN1055,73.05,93.33,42.11,86.79,42.11,49,High Performer,-44.69,Deepak Chawla,Good,Good,Low Risk,No
RN1966,73.06,92.98,48.98,86.79,89.47,48,High Performer,2.68,Arunima Kulkarni,Good,Good,Low Risk,No
RN1971,73.15,96.43,43.59,86.79,55.26,47,High Performer,-31.53,Tarun Kamath,Good,Good,Low Risk,No
RN1224,73.17,100.0,39.68,62.26,89.47,47,High Performer,27.21,Kunwar Naik,Good,Good,Low Risk,No
RN0077,73.18,94.87,35.0,92.45,84.21,47,High Performer,-8.24,Swati Pillai,Good,Good,Low Risk,No
RN0718,73.19,94.34,43.64,81.13,78.95,44,High Performer,-2.18,Chitra Gupta,Good,Good,Low Risk,No
RN0506,73.21,100.0,47.92,69.81,78.95,48,High Performer,9.14,Yamini Jain,Good,Good,Low Risk,No
RN0748,73.23,95.56,42.59,81.13,89.47,49,High Performer,8.34,Satish Hedge,Good,Good,Low Risk,No
RN1716,73.27,95.35,48.15,64.15,68.42,48,High Performer,4.27,Manish Mallya,Good,Good,Low Risk,No
RN1928,73.27,94.12,44.44,83.02,81.58,49,High Performer,-1.44,Mansi Menon,Good,Good,Low Risk,No
RN0900,73.28,93.18,49.15,88.68,84.21,47,High Performer,-4.47,Lokesh Mukherjee,Good,Good,Low Risk,No
RN1848,73.28,100.0,37.5,92.45,73.68,48,High Performer,-18.77,Naveen Mukherjee,Good,Good,Low Risk,No
RN1295,73.3,100.0,49.21,67.92,84.21,49,High Performer,16.29,UrVashi Prabhu,Good,Good,Low Risk,No
RN0910,73.31,92.31,44.44,83.02,78.95,49,High Performer,-4.07,Sumit Mallya,Good,Good,Low Risk,No
RN0108,73.32,98.04,50.0,84.91,73.68,46,High Performer,-11.22,Drishti Mukherjee,Good,Good,Low Risk,No
RN1617,73.34,96.23,43.59,83.02,86.84,48,High Performer,3.82,Pradeep Malhotra,Good,Good,Low Risk,No
RN1939,73.39,100.0,41.07,86.79,78.95,49,High Performer,-7.85,Lata Shetty,Good,Good,Low Risk,No
RN1085,73.4,94.12,37.5,79.25,76.32,50,High Performer,-2.93,Himanshu Khanna,Good,Good,Low Risk,No
RN0862,73.41,100.0,46.3,88.68,65.79,50,High Performer,-22.89,Umesh Acharya,Good,Good,Low Risk,No
RN1550,73.42,98.31,54.17,79.25,73.58,44,High Performer,-5.66,Indu Murthy,Good,Good,Low Risk,No
RN0546,73.45,96.23,40.48,96.23,63.16,48,High Performer,-33.07,Charu Sharma,Good,Good,Low Risk,No
RN0325,73.48,97.44,41.18,92.45,84.21,46,High Performer,-8.24,Kunwar Grover,Good,Good,Low Risk,No
RN0229,73.5,97.44,42.59,84.91,71.05,49,High Performer,-13.85,Yamini Sharma,Good,Good,Low Risk,No
RN1203,73.5,97.67,37.04,60.38,84.21,49,High Performer,23.83,Ananya Bhat,Good,Good,Low Risk,No
RN0074,73.51,96.72,34.21,88.68,78.95,49,High Performer,-9.73,Uma Khanna,Good,Good,Low Risk,No
RN1609,73.52,93.02,43.18,84.91,86.84,47,High Performer,1.94,Aadhya Gowda,Good,Good,Low Risk,No
RN1659,73.53,95.35,47.62,64.15,55.26,47,High Performer,-8.89,Tanvi Iyer,Good,Good,Low Risk,No
RN0198,73.55,95.24,44.68,81.13,65.79,49,High Performer,-15.34,Sanjay Mehta,Good,Good,Low Risk,No
RN1089,73.55,93.33,48.72,81.13,65.79,48,High Performer,-15.34,Malini Pillai,Good,Good,Low Risk,No
RN0679,73.57,97.78,42.55,81.13,81.58,48,High Performer,0.45,Nisha Reddy,Good,Good,Low Risk,No
RN1548,73.57,100.0,50.85,71.7,96.23,48,High Performer,24.53,Kamal Hegde,Good,Good,Low Risk,No
RN1024,73.63,100.0,36.36,84.91,71.05,48,High Performer,-13.85,Tanvi Gowda,Good,Good,Low Risk,No
RN0948,73.64,97.56,37.25,84.91,81.58,48,High Performer,-3.33,Vivaan Pillai,Good,Good,Low Risk,No
RN1770,73.69,94.87,48.72,84.91,76.32,48,High Performer,-8.59,Utkarsh Gill,Good,Good,Low Risk,No
RN0685,73.7,97.78,44.68,83.02,65.79,49,High Performer,-17.23,Meera Mukherjee,Good,Good,Low Risk,No
RN1906,73.71,100.0,55.32,77.36,68.42,49,High Performer,-8.94,Hina Choudhury,Good,Good,Low Risk,No
RN0502,73.73,92.73,42.22,86.79,84.21,47,High Performer,-2.58,Mohit Kulkarni,Good,Good,Low Risk,No
RN0571,73.73,95.35,34.04,92.45,86.84,49,High Performer,-5.61,Vijay Jain,Good,Good,Low Risk,No
RN1362,73.76,98.18,35.85,86.79,84.21,47,High Performer,-2.58,Nikhil Gill,Good,Good,Low Risk,No
RN0284,73.79,96.23,40.43,92.45,84.21,49,High Performer,-8.24,Jyothi Nair,Good,Good,Low Risk,No
RN1471,73.79,97.78,50.0,90.57,60.53,47,High Performer,-30.04,Kiran Pillai,Good,Good,Low Risk,No
RN0072,73.8,97.62,38.18,86.79,65.79,49,High Performer,-21.0,Ganesh Choudhury,Good,Good,Low Risk,No
RN1225,73.81,97.44,38.18,92.45,71.05,45,High Performer,-21.4,Pari Sinha,Good,Good,Low Risk,No
RN1982,73.84,95.35,43.59,81.13,84.21,46,High Performer,3.08,Manav Hedge,Good,Good,Low Risk,No
RN0479,73.87,95.56,42.22,84.91,81.58,48,High Performer,-3.33,Harini Naik,Good,Good,Low Risk,No
RN0837,73.87,100.0,44.44,79.25,86.84,49,High Performer,7.6,Sneha Nair,Good,Good,Low Risk,No
RN0978,73.87,100.0,47.54,92.45,84.21,48,High Performer,-8.24,Kajal Gupta,Good,Good,Low Risk,No
RN0947,73.88,95.08,46.15,69.81,71.05,47,High Performer,1.24,Ishaan Chawla,Good,Good,Low Risk,No
RN1715,73.88,95.35,56.41,86.79,73.68,49,High Performer,-13.11,Tanya Menon,Good,Good,Low Risk,No
RN0040,73.89,97.62,43.59,83.02,86.84,49,High Performer,3.82,Monika Bose,Good,Good,Low Risk,No
RN1653,73.9,100.0,40.43,75.47,76.32,49,High Performer,0.84,Lokesh Gupta,Good,Excellent,Low Risk,No
RN1540,73.92,97.78,43.14,96.23,76.32,49,High Performer,-19.91,Ishita Sen,Good,Good,Low Risk,No
RN0190,73.96,95.56,47.37,73.58,89.47,49,High Performer,15.89,Tanya Grover,Good,Good,Low Risk,No
RN1222,73.96,94.87,42.86,81.13,55.26,47,High Performer,-25.87,Kunwar Gill,Good,Good,Low Risk,No
RN0595,73.97,98.08,40.0,64.15,94.74,48,High Performer,30.59,Bharat Mehta,Good,Good,Low Risk,No
RN1196,74.02,100.0,28.21,81.13,84.21,49,High Performer,3.08,Deepa Hedge,Good,Good,Low Risk,No
RN0285,74.04,94.87,48.72,83.02,71.7,47,High Performer,-11.32,Saanvi Naik,Good,Excellent,Low Risk,No
RN0581,74.04,100.0,38.46,100.0,65.79,48,High Performer,-34.21,Jyothi Bose,Good,Good,Low Risk,No
RN0770,74.05,100.0,55.32,71.7,65.79,49,High Performer,-5.91,Nandini Jain,Good,Good,Low Risk,No
RN1738,74.05,95.56,46.81,83.02,78.95,47,High Performer,-4.07,Sunil Gupta,Good,Average,Low Risk,No
RN0793,74.06,100.0,43.18,83.02,60.53,50,High Performer,-22.49,Pooja Sodhi,Good,Good,Low Risk,No
RN0823,74.06,96.08,49.09,81.13,73.68,49,High Performer,-7.45,Amita Hedge,Good,Good,Low Risk,No
RN0564,74.09,100.0,44.68,73.58,84.21,48,High Performer,10.63,Rajesh Mishra,Good,Good,Low Risk,No
RN1464,74.15,95.35,46.03,77.36,90.57,47,High Performer,13.21,Mohit Naik,Good,Excellent,Low Risk,No
RN1219,74.22,93.18,33.33,62.26,92.11,49,High Performer,29.84,Chetan Gill,Good,Good,Low Risk,No
RN0569,74.25,97.67,46.15,84.91,78.95,48,High Performer,-5.96,Pallavi Tiwari,Good,Good,Low Risk,No
RN1656,74.25,100.0,53.06,98.11,73.68,49,High Performer,-24.43,Garima Malhotra,Good,Good,Low Risk,No
RN0667,74.26,97.44,46.15,66.04,86.84,47,High Performer,20.8,Kartik Gowda,Good,Good,Low Risk,No
RN1333,74.29,100.0,42.59,81.13,50.0,48,High Performer,-31.13,Naveen Roy,Good,Good,Low Risk,No
RN1121,74.3,95.92,34.21,62.26,92.11,47,High Performer,29.84,Meera Sen,Good,Good,Low Risk,No
RN1299,74.31,96.36,38.46,81.13,86.84,47,High Performer,5.71,Tarun Banerjee,Good,Excellent,Low Risk,No
RN1522,74.36,96.72,40.91,77.36,78.95,46,High Performer,1.59,Pooja Gill,Good,Good,Low Risk,No
RN0761,74.37,98.21,29.09,81.13,78.95,50,High Performer,-2.18,Ramya_M Pillai,Good,Excellent,Low Risk,No
RN1244,74.43,95.45,42.59,84.91,76.32,49,High Performer,-8.59,Sanjay Sen,Good,Good,Low Risk,No
RN0112,74.45,94.34,51.11,94.34,86.84,45,High Performer,-7.5,Pranav Ray,Good,Good,Low Risk,No
RN1124,74.46,93.02,38.64,92.45,63.16,48,High Performer,-29.29,Esha Pillai,Good,Good,Low Risk,No
RN0799,74.48,95.56,51.11,68.09,84.21,48,High Performer,16.13,Abha Das,Good,Good,Low Risk,No
RN1095,74.48,100.0,52.73,62.26,84.21,49,High Performer,21.95,Raman Mehra,Good,Good,Low Risk,No
RN0580,74.51,95.35,51.85,83.02,71.05,47,High Performer,-11.97,Nisha Kamath,Good,Good,Low Risk,No
RN0480,74.52,98.04,50.98,84.91,86.84,47,High Performer,1.94,Kunwar Anand,Good,Good,Low Risk,No
RN1258,74.54,100.0,41.03,83.02,71.05,49,High Performer,-11.97,Jaideep Kumar,Good,Good,Low Risk,No
RN0434,74.55,94.55,41.07,83.02,68.42,47,High Performer,-14.6,Dhruv Menon,Good,Good,Low Risk,No
RN0399,74.58,97.78,48.15,75.47,78.95,49,High Performer,3.48,Arunima Kumar,Good,Good,Low Risk,No
RN0098,74.61,100.0,42.31,91.49,73.68,49,High Performer,-17.81,Arjun Nayak,Good,Good,Low Risk,No
RN0293,74.62,96.08,53.97,83.02,76.32,50,High Performer,-6.7,Harish Dhillon,Good,Good,Low Risk,No
RN1279,74.62,94.87,52.17,81.13,73.68,49,High Performer,-7.45,Radhika Joshi,Good,Good,Low Risk,No
RN1199,74.63,100.0,48.94,73.58,92.11,49,High Performer,18.52,Poonam Roy,Good,Good,Low Risk,No
RN1006,74.65,94.55,51.28,83.02,68.42,47,High Performer,-14.6,Jyothi Anand,Good,Good,Low Risk,No
RN0758,74.66,98.04,49.21,71.7,84.21,50,High Performer,12.51,Lata Pillai,Good,Good,Low Risk,No
RN1015,74.68,100.0,48.94,92.45,89.47,47,High Performer,-2.98,Bhumika Murthy,Good,Good,Low Risk,No
RN1235,74.68,95.24,41.03,75.47,68.42,48,High Performer,-7.05,Charu Shetty,Good,Good,Low Risk,No
RN1240,74.68,100.0,48.94,66.04,81.58,47,High Performer,15.54,Priya Patel,Good,Good,Low Risk,No
RN0932,74.69,100.0,48.72,98.11,86.84,49,High Performer,-11.27,Brijesh Khanna,Good,Excellent,Low Risk,No
RN1458,74.71,98.18,43.59,86.79,92.11,47,High Performer,5.31,Jatin Gupta,Good,Excellent,Low Risk,No
RN1298,74.82,95.92,40.38,84.91,60.53,48,High Performer,-24.38,Radhika Shetty,Good,Good,Low Risk,No
RN1305,74.82,96.36,39.22,88.68,81.58,48,High Performer,-7.1,Vidya Nayak,Good,Good,Low Risk,No
RN0666,74.87,95.24,53.19,92.45,86.84,47,High Performer,-5.61,Sachin Hegde,Good,Excellent,Low Risk,No
RN1030,74.87,100.0,55.32,64.15,78.95,47,High Performer,14.8,Priya Sinha,Good,Good,Low Risk,No
RN1166,74.87,97.83,42.55,83.02,76.32,50,High Performer,-6.7,Khushi Pandey,Good,Good,Low Risk,No
RN0075,74.88,97.67,43.59,77.36,78.95,47,High Performer,1.59,Ishaan Prabhu,Good,Good,Low Risk,No
RN0749,74.92,94.87,46.43,86.79,68.42,48,High Performer,-18.37,Vivek Pradhan,Good,Good,Low Risk,No
RN1689,74.93,98.18,43.4,88.68,81.58,46,High Performer,-7.1,Kunwar Deshmukh,Good,Good,Low Risk,No
RN1158,74.95,94.12,42.86,88.68,76.32,49,High Performer,-12.36,Rajat Pandey,Good,Good,Low Risk,No
RN1382,74.96,98.18,46.81,88.68,71.05,47,High Performer,-17.63,Poonam Chawla,Good,Good,Low Risk,No
RN1187,74.99,96.49,31.37,90.57,76.32,49,High Performer,-14.25,Malini Khanna,Good,Excellent,Low Risk,No
RN0623,75.02,92.73,53.19,66.04,92.11,45,High Performer,26.07,Jyothi Pillai,Good,Excellent,Low Risk,No
RN0364,75.05,96.08,26.19,92.45,86.84,49,High Performer,-5.61,Harini Kapoor,Good,Excellent,Low Risk,No
RN1380,75.08,97.78,48.98,92.45,81.58,48,High Performer,-10.87,Mohit Anand,Good,Good,Low Risk,No
RN1673,75.08,95.35,43.59,66.04,65.79,49,High Performer,-0.25,Sumit Verma,Good,Good,Low Risk,No
RN1068,75.09,96.08,44.44,88.68,75.47,46,High Performer,-13.21,Ganesh Shetty,Good,Good,Low Risk,No
RN1283,75.1,100.0,44.68,75.47,76.32,50,High Performer,0.84,Khushi Joshi,Good,Good,Low Risk,No
RN1529,75.13,95.56,44.68,71.7,92.11,48,High Performer,20.41,Prisha Shetty,Good,Good,Low Risk,No
RN0329,75.16,96.49,52.94,75.47,84.21,49,High Performer,8.74,Manoj Chawla,Good,Good,Low Risk,No
RN1742,75.16,97.67,49.02,75.47,71.05,46,High Performer,-4.42,Rashmi Deshmukh,Good,Good,Low Risk,No
RN0557,75.18,97.92,53.19,84.91,71.05,50,High Performer,-13.85,Indu Nayak,Good,Good,Low Risk,No
RN0752,75.19,100.0,46.3,100.0,76.32,48,High Performer,-23.68,Yashaswini Pillai,Good,Excellent,Low Risk,No
RN1133,75.19,97.62,46.67,88.68,71.05,49,High Performer,-17.63,Rashmi Gill,Good,Good,Low Risk,No
RN1748,75.19,100.0,44.44,92.45,84.21,48,High Performer,-8.24,Rashmi Khanna,Good,Excellent,Low Risk,No
RN1347,75.24,95.56,41.82,88.68,92.11,50,High Performer,3.43,Rashmi Mishra,Good,Good,Low Risk,No
RN0763,75.25,97.44,35.9,86.79,76.32,49,High Performer,-10.48,Indu Mallya,Good,Excellent,Low Risk,No
RN0645,75.27,97.87,44.68,88.68,81.58,50,High Performer,-7.1,Ishita Alva,Good,Good,Low Risk,No
RN0002,75.29,97.78,48.72,63.83,76.32,48,High Performer,12.49,Harini Prabhu,Good,Good,Low Risk,No
RN0179,75.34,95.83,42.31,88.68,76.32,48,High Performer,-12.36,Ojaswini Roy,Good,Excellent,Low Risk,No
RN1127,75.48,100.0,47.73,62.26,78.95,48,High Performer,16.68,Kiran Choudhury,Good,Excellent,Low Risk,No
RN1879,75.48,100.0,43.59,75.47,92.11,49,High Performer,16.63,Diya Gowda,Good,Excellent,Low Risk,No
RN0966,75.49,96.23,42.86,96.23,73.68,48,High Performer,-22.54,Jyothi Mishra,Good,Excellent,Low Risk,No
RN0866,75.53,97.67,43.14,80.0,92.11,45,High Performer,12.11,Khushi Mukherjee,Good,Excellent,Low Risk,No
RN0945,75.55,100.0,40.43,69.81,84.91,49,High Performer,15.09,Pranav Khanna,Good,Good,Low Risk,No
RN0120,75.57,98.21,42.59,92.45,86.84,49,High Performer,-5.61,Karan Tiwari,Good,Excellent,Low Risk,No
RN1326,75.59,95.35,44.68,71.7,84.21,47,High Performer,12.51,Ipshita Grover,Good,Good,Low Risk,No
RN0855,75.61,97.96,44.68,92.45,65.79,50,High Performer,-26.66,Manish Pillai,Good,Excellent,Low Risk,No
RN1830,75.66,95.56,54.76,71.7,89.47,48,High Performer,17.78,Meera Acharya,Good,Good,Low Risk,No
RN1134,75.67,95.35,56.86,83.02,73.68,48,High Performer,-9.33,Rashmi Sen,Good,Good,Low Risk,No
RN1119,75.71,95.12,43.18,88.68,78.95,46,High Performer,-9.73,Hina Jain,Good,Good,Low Risk,No
RN0326,75.72,95.45,45.45,75.47,71.05,48,High Performer,-4.42,Arunima Das,Good,Excellent,Low Risk,No
RN0237,75.75,96.49,46.15,96.23,75.47,45,High Performer,-20.75,Nisha Mehta,Good,Excellent,Low Risk,No
RN0113,75.78,95.74,44.68,90.57,92.11,50,High Performer,1.54,Radhika Bose,Good,Excellent,Low Risk,No
RN1868,75.79,95.35,38.46,79.25,92.11,50,High Performer,12.86,Utkarsh Chawla,Good,Good,Low Risk,No
RN0530,75.87,96.36,51.28,81.13,78.95,47,High Performer,-2.18,Vivaan Shetty,Good,Good,Low Risk,No
RN0221,75.91,100.0,44.68,84.91,89.47,49,High Performer,4.57,Saanvi Bhat,Good,Excellent,Low Risk,No
RN1211,75.92,100.0,42.59,73.58,94.74,47,High Performer,21.15,Suresh Deshmukh,Good,Excellent,Low Risk,No
RN0306,75.95,97.73,48.08,83.02,81.58,48,High Performer,-1.44,Ishita Kumar,Good,Excellent,Low Risk,No
RN1611,75.95,96.23,38.18,96.23,89.47,48,High Performer,-6.75,Juhi Anand,Good,Good,Low Risk,No
RN1423,75.96,100.0,47.5,96.23,76.32,48,High Performer,-19.91,Shreya Alva,Good,Excellent,Low Risk,No
RN1558,75.96,97.67,44.68,77.36,65.79,49,High Performer,-11.57,Inder Shenoy,Good,Excellent,Low Risk,No
RN0210,75.97,100.0,50.0,75.47,92.11,49,High Performer,16.63,Nitin Dutta,Good,Excellent,Low Risk,No
RN0498,75.99,97.44,46.15,96.23,92.11,46,High Performer,-4.12,Vivek Mukherjee,Good,Excellent,Low Risk,No
RN1356,76.0,95.74,50.79,83.02,89.47,48,High Performer,6.45,Riya Shetty,Good,Good,Low Risk,No
RN0737,76.02,100.0,39.29,92.45,89.47,48,High Performer,-2.98,Kapil Mishra,Good,Good,Low Risk,No
RN1323,76.02,97.73,36.17,77.36,78.95,50,High Performer,1.59,Raman Mehta,Good,Good,Low Risk,No
RN1547,76.03,100.0,46.15,81.13,78.95,48,High Performer,-2.18,Nisha Joshi,Good,Excellent,Low Risk,No
RN0647,76.04,96.36,55.0,90.57,94.74,49,High Performer,4.17,Nikhil Naik,Good,Good,Low Risk,No
RN0867,76.04,100.0,45.1,69.81,84.21,48,High Performer,14.4,Lata Gowda,Good,Good,Low Risk,No
RN0640,76.05,97.78,54.76,86.79,92.11,48,High Performer,5.31,Deepak Sen,Good,Excellent,Low Risk,No
RN0371,76.07,96.36,57.63,83.02,84.21,49,High Performer,1.19,Komal Deshmukh,Good,Excellent,Low Risk,No
RN1377,76.1,90.24,38.3,81.13,86.84,47,High Performer,5.71,Zara Jain,Good,Excellent,Low Risk,No
RN0975,76.14,97.73,40.43,84.91,96.23,49,High Performer,11.32,Abha Mehta,Good,Good,Low Risk,No
RN0201,76.15,98.18,42.11,96.23,58.49,48,High Performer,-37.74,Harini Kumar,Good,Good,Low Risk,No
RN1292,76.19,96.23,44.44,96.23,60.53,46,High Performer,-35.7,Ananya Mallya,Good,Good,Low Risk,No
RN1979,76.19,100.0,46.03,84.91,86.84,47,High Performer,1.94,Juhi Rao,Good,Excellent,Low Risk,No
RN0712,76.21,95.56,40.43,79.25,92.11,49,High Performer,12.86,Heena Naik,Good,Excellent,Low Risk,No
RN1865,76.24,100.0,41.03,83.02,89.47,48,High Performer,6.45,Raman Bose,Good,Excellent,Low Risk,No
RN0231,76.25,98.36,39.22,73.58,57.89,49,High Performer,-15.69,Riya Sen,Good,Good,Low Risk,No
RN0970,76.25,100.0,57.5,83.02,89.47,48,High Performer,6.45,Kiran Kumar,Good,Excellent,Low Risk,No
RN1969,76.25,95.56,48.72,79.25,84.21,49,High Performer,4.97,Tejas Malhotra,Good,Good,Low Risk,No
RN1260,76.27,100.0,48.15,77.36,84.21,45,High Performer,6.85,Komal Gupta,Good,Excellent,Low Risk,No
RN0820,76.34,97.78,50.0,88.68,81.58,46,High Performer,-7.1,Bhumika Acharya,Good,Excellent,Low Risk,No
RN1562,76.35,100.0,46.15,92.45,75.47,48,High Performer,-16.98,Suman Bose,Good,Excellent,Low Risk,No
RN0380,76.43,100.0,46.3,72.34,78.95,49,High Performer,6.61,Uma Pradhan,Good,Excellent,Low Risk,No
RN1810,76.44,100.0,45.65,56.6,76.32,50,High Performer,19.71,Pooja Sharma,Good,Excellent,Low Risk,No
RN0909,76.45,98.36,40.43,88.68,65.79,46,High Performer,-22.89,Gauri Pandey,Good,Excellent,Low Risk,No
RN0214,76.47,98.11,54.9,69.81,71.05,49,High Performer,1.24,Manoj Mehra,Good,Good,Low Risk,No
